2022-06-01 04:52:00.599  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_301 on intuitdepfceb5 with PID 71753 (/Users/bshree/git/personal/pms-finalworking/Pension-Management-portall/target/classes started by bshree in /Users/bshree/git/personal/pms-finalworking/Pension-Management-portall)
2022-06-01 04:54:44.410  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.a.h2.H2ConsoleAutoConfiguration    : H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:5050f875-17d8-4afe-a794-f3fd41311370'
2022-06-01 04:54:44.555  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-06-01 04:54:44.560  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2022-06-01 04:54:44.575  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-06-01 04:54:44.575  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 04:54:44.593  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : Unable to start LiveReload server
2022-06-01 04:54:44.683  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-06-01 04:54:44.729  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 04:54:44.783  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 04:54:45.296  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2022-06-01 04:54:45.426  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] iguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2022-06-01 04:54:45.467  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.eureka.InstanceInfoFactory       : Setting initial instance status as: STARTING
2022-06-01 04:54:45.471  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Initializing Eureka in region us-east-1
2022-06-01 04:54:45.472  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Disable delta property : false
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Single vip registry refresh property : null
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Force full registry fetch : false
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application is null : false
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Registered Applications size is zero : true
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application version is -1: true
2022-06-01 04:54:45.474  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Getting all instance registry info from the eureka server
2022-06-01 04:54:45.505  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : The response status is 200
2022-06-01 04:54:45.506  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Starting heartbeat executor: renew interval is: 30
2022-06-01 04:54:45.507  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.discovery.InstanceInfoReplicator     : InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-01 04:54:45.508  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Discovery Client initialized at timestamp 1654039485508 with initial instances count: 4
2022-06-01 04:54:45.514  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application PENSION-MANAGEMENT-PORTAL with eureka with status UP
2022-06-01 04:54:45.514  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039485514, current=UP, previous=STARTING]
2022-06-01 04:54:45.515  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 04:54:45.519  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9085 (http) with context path ''
2022-06-01 04:54:45.519  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.c.n.e.s.EurekaAutoServiceRegistration : Updating port to 9085
2022-06-01 04:54:45.522  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-06-01 04:54:45.523  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-06-01 04:54:45.526  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-06-01 04:54:45.536  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 04:54:45.573  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Started PensionManagementPortalApplication in 2.001 seconds (JVM running for 166.321)
2022-06-01 04:54:45.575  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .ConditionEvaluationDeltaLoggingListener : Condition evaluation unchanged
2022-06-01 04:54:49.690  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] o.s.c.n.e.s.EurekaServiceRegistry        : Unregistering application PENSION-MANAGEMENT-PORTAL with eureka with status DOWN
2022-06-01 04:54:49.690  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039489690, current=DOWN, previous=UP]
2022-06-01 04:54:49.690  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 04:54:49.699  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 04:54:49.710  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 04:54:49.710  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-06-01 04:54:49.912  WARN [Pension-Management-Portal,,] 71753 --- [Thread-15] o.s.b.f.support.DisposableBeanAdapter    : Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
2022-06-01 04:54:49.912  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.zaxxer.hikari.HikariDataSource       : HikariPool-3 - Shutdown initiated...
2022-06-01 04:54:49.915  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.zaxxer.hikari.HikariDataSource       : HikariPool-3 - Shutdown completed.
2022-06-01 04:54:49.915  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.netflix.discovery.DiscoveryClient    : Shutting down DiscoveryClient ...
2022-06-01 04:54:52.918  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.netflix.discovery.DiscoveryClient    : Unregistering ...
2022-06-01 04:54:52.924  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - deregister  status: 200
2022-06-01 04:54:52.928  INFO [Pension-Management-Portal,,] 71753 --- [Thread-15] com.netflix.discovery.DiscoveryClient    : Completed shut down of DiscoveryClient
2022-06-01 04:54:53.285  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_301 on intuitdepfceb5 with PID 71753 (/Users/bshree/git/personal/pms-finalworking/Pension-Management-portall/target/classes started by bshree in /Users/bshree/git/personal/pms-finalworking/Pension-Management-portall)
2022-06-01 04:54:53.285  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : No active profile set, falling back to default profiles: default
2022-06-01 04:54:53.572  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-06-01 04:54:53.575  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2022-06-01 04:54:53.658  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.cloud.context.scope.GenericScope     : BeanFactory id=d95500e3-ea95-3539-9bdb-7e8f22f0fe12
2022-06-01 04:54:53.781  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 9085 (http)
2022-06-01 04:54:53.782  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-01 04:54:53.782  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.50]
2022-06-01 04:54:53.793  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-01 04:54:53.793  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 506 ms
2022-06-01 04:54:53.816  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-4 - Starting...
2022-06-01 04:54:53.819  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-4 - Start completed.
2022-06-01 04:54:53.819  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.a.h2.H2ConsoleAutoConfiguration    : H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:eaf03870-6024-4528-b9aa-0ee25f14ddfd'
2022-06-01 04:54:53.927  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-06-01 04:54:53.932  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2022-06-01 04:54:53.943  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-06-01 04:54:53.944  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 04:54:53.960  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : Unable to start LiveReload server
2022-06-01 04:54:54.024  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-06-01 04:54:54.062  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 04:54:54.095  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 04:54:54.113  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.openfeign.FeignClientFactoryBean   : The provided URL is empty. Will try picking an instance via load-balancing.
2022-06-01 04:54:54.550  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2022-06-01 04:54:54.636  WARN [Pension-Management-Portal,,] 71753 --- [restartedMain] iguration$LoadBalancerCaffeineWarnLogger : Spring Cloud LoadBalancer is currently working with the default cache. You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2022-06-01 04:54:54.679  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.eureka.InstanceInfoFactory       : Setting initial instance status as: STARTING
2022-06-01 04:54:54.683  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Initializing Eureka in region us-east-1
2022-06-01 04:54:54.683  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Disable delta property : false
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Single vip registry refresh property : null
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Force full registry fetch : false
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application is null : false
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Registered Applications size is zero : true
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Application version is -1: true
2022-06-01 04:54:54.684  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Getting all instance registry info from the eureka server
2022-06-01 04:54:54.708  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : The response status is 200
2022-06-01 04:54:54.709  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Starting heartbeat executor: renew interval is: 30
2022-06-01 04:54:54.710  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.n.discovery.InstanceInfoReplicator     : InstanceInfoReplicator onDemand update allowed rate per min is 4
2022-06-01 04:54:54.711  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Discovery Client initialized at timestamp 1654039494711 with initial instances count: 4
2022-06-01 04:54:54.719  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.c.n.e.s.EurekaServiceRegistry        : Registering application PENSION-MANAGEMENT-PORTAL with eureka with status UP
2022-06-01 04:54:54.719  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039494719, current=UP, previous=STARTING]
2022-06-01 04:54:54.720  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 04:54:54.724  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9085 (http) with context path ''
2022-06-01 04:54:54.724  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.c.n.e.s.EurekaAutoServiceRegistration : Updating port to 9085
2022-06-01 04:54:54.728  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-06-01 04:54:54.729  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-06-01 04:54:54.733  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-06-01 04:54:54.738  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 04:54:54.773  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Started PensionManagementPortalApplication in 1.521 seconds (JVM running for 175.522)
2022-06-01 04:54:54.775  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .ConditionEvaluationDeltaLoggingListener : Condition evaluation unchanged
2022-06-01 04:55:01.063  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-01 04:55:01.064  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-01 04:55:01.065  INFO [Pension-Management-Portal,,] 71753 --- [http-nio-9085-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-06-01 04:55:01.081  INFO [Pension-Management-Portal,5394bc7d94ccb579,5394bc7d94ccb579] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : STARTED - doLogin
2022-06-01 04:55:01.222  WARN [Pension-Management-Portal,5394bc7d94ccb579,5394bc7d94ccb579] 71753 --- [boundedElastic-1] o.s.c.l.core.RoundRobinLoadBalancer      : No servers available for service: authorizationService
2022-06-01 04:55:01.223  WARN [Pension-Management-Portal,5394bc7d94ccb579,5394bc7d94ccb579] 71753 --- [http-nio-9085-exec-1] .s.c.o.l.FeignBlockingLoadBalancerClient : Load balancer does not contain an instance for the service authorizationService
2022-06-01 04:55:01.227 ERROR [Pension-Management-Portal,5394bc7d94ccb579,5394bc7d94ccb579] 71753 --- [http-nio-9085-exec-1] c.c.controller.PensionController         : EXCEPTION - doLogin
2022-06-01 04:55:01.227  WARN [Pension-Management-Portal,5394bc7d94ccb579,5394bc7d94ccb579] 71753 --- [http-nio-9085-exec-1] .w.s.m.a.ResponseStatusExceptionResolver : Resolved [com.cognizant.exception.ResourceNotFoundException: token can't be generated]
2022-06-01 04:55:13.981  INFO [Pension-Management-Portal,55113fdc3f1a9b25,55113fdc3f1a9b25] 71753 --- [http-nio-9085-exec-2] c.c.controller.PensionController         : STARTED - doLogin
2022-06-01 04:55:13.983  WARN [Pension-Management-Portal,55113fdc3f1a9b25,55113fdc3f1a9b25] 71753 --- [boundedElastic-1] o.s.c.l.core.RoundRobinLoadBalancer      : No servers available for service: authorizationService
2022-06-01 04:55:13.983  WARN [Pension-Management-Portal,55113fdc3f1a9b25,55113fdc3f1a9b25] 71753 --- [http-nio-9085-exec-2] .s.c.o.l.FeignBlockingLoadBalancerClient : Load balancer does not contain an instance for the service authorizationService
2022-06-01 04:55:13.984 ERROR [Pension-Management-Portal,55113fdc3f1a9b25,55113fdc3f1a9b25] 71753 --- [http-nio-9085-exec-2] c.c.controller.PensionController         : EXCEPTION - doLogin
2022-06-01 04:55:13.984  WARN [Pension-Management-Portal,55113fdc3f1a9b25,55113fdc3f1a9b25] 71753 --- [http-nio-9085-exec-2] .w.s.m.a.ResponseStatusExceptionResolver : Resolved [com.cognizant.exception.ResourceNotFoundException: token can't be generated]
2022-06-01 04:59:54.692  INFO [Pension-Management-Portal,,] 71753 --- [AsyncResolver-bootstrap-executor-0] c.n.d.s.r.aws.ConfigClusterResolver      : Resolving eureka endpoints via configuration
2022-06-01 05:00:17.145  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] o.s.c.n.e.s.EurekaServiceRegistry        : Unregistering application PENSION-MANAGEMENT-PORTAL with eureka with status DOWN
2022-06-01 05:00:17.146  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.netflix.discovery.DiscoveryClient    : Saw local status change event StatusChangeEvent [timestamp=1654039817146, current=DOWN, previous=UP]
2022-06-01 05:00:17.146  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085: registering service...
2022-06-01 05:00:17.153  INFO [Pension-Management-Portal,,] 71753 --- [DiscoveryClient-InstanceInfoReplicator-0] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - registration status: 204
2022-06-01 05:00:17.170  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-06-01 05:00:17.170  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-06-01 05:00:17.375  WARN [Pension-Management-Portal,,] 71753 --- [Thread-21] o.s.b.f.support.DisposableBeanAdapter    : Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
2022-06-01 05:00:17.375  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.zaxxer.hikari.HikariDataSource       : HikariPool-4 - Shutdown initiated...
2022-06-01 05:00:17.378  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.zaxxer.hikari.HikariDataSource       : HikariPool-4 - Shutdown completed.
2022-06-01 05:00:17.378  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.netflix.discovery.DiscoveryClient    : Shutting down DiscoveryClient ...
2022-06-01 05:00:20.380  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.netflix.discovery.DiscoveryClient    : Unregistering ...
2022-06-01 05:00:20.385  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.netflix.discovery.DiscoveryClient    : DiscoveryClient_PENSION-MANAGEMENT-PORTAL/192.168.18.10:Pension-Management-Portal:9085 - deregister  status: 200
2022-06-01 05:00:20.387  INFO [Pension-Management-Portal,,] 71753 --- [Thread-21] com.netflix.discovery.DiscoveryClient    : Completed shut down of DiscoveryClient
2022-06-01 05:00:20.870  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : Starting PensionManagementPortalApplication using Java 1.8.0_301 on intuitdepfceb5 with PID 71753 (/Users/bshree/git/personal/pms-finalworking/Pension-Management-portall/target/classes started by bshree in /Users/bshree/git/personal/pms-finalworking/Pension-Management-portall)
2022-06-01 05:00:20.870  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] c.c.PensionManagementPortalApplication   : No active profile set, falling back to default profiles: default
2022-06-01 05:00:21.193  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-06-01 05:00:21.196  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 2 ms. Found 0 JPA repository interfaces.
2022-06-01 05:00:21.279  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.cloud.context.scope.GenericScope     : BeanFactory id=30d0b15a-ef6d-3e7e-adee-f9edaf980148
2022-06-01 05:00:21.425  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 9085 (http)
2022-06-01 05:00:21.426  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-06-01 05:00:21.426  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.50]
2022-06-01 05:00:21.438  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-06-01 05:00:21.438  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 566 ms
2022-06-01 05:00:21.466  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-5 - Starting...
2022-06-01 05:00:21.469  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-5 - Start completed.
2022-06-01 05:00:21.469  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.s.b.a.h2.H2ConsoleAutoConfiguration    : H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:3590e6d8-33f6-497d-a405-636d37699ead'
2022-06-01 05:00:21.587  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-06-01 05:00:21.592  INFO [Pension-Management-Portal,,] 71753 --- [restartedMain] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
